magnitude,cdi,mmi,alert,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,continent,country
6.5,6,7,green,652,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,,Vanuatu
6.5,0,6,green,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,,Papua New Guinea
6.9,9,7,yellow,1642,us,0,0.356,39.0,mww,28.0,-33.0375,-72.0617,,
6.5,5,3,green,739,us,0,3.276,26.0,mww,402.0,29.9377,138.833,,
6.5,0,6,,650,us,156,0.0,31.4,mwb,33.0,-3.828,152.174,,Papua New Guinea
6.6,0,5,,670,us,475,0.0,26.2,mwb,113.7,-19.262,168.892,,
6.7,0,7,,691,us,643,0.0,24.5,mwb,10.0,50.211,87.721,Asia,Russia
7.0,0,6,,754,us,0,0.0,0.0,mwc,33.0,-6.351,148.763,,Papua New Guinea
7.0,6,7,green,820,us,0,1.671,18.0,mww,73.0,-7.847,147.755,,Papua New Guinea
6.6,8,8,,831,us,782,0.0,16.7,mwc,12.0,37.535,138.446,Asia,Japan
6.9,0,5,green,732,us,0,8.284,17.0,mww,9.97,-60.2627,-47.0621,,United Kingdom of Great Britain and Northern Ireland (the)
6.8,0,7,,711,us,431,0.0,38.4,mwc,40.2,-4.694,153.238,,Papua New Guinea
7.3,0,7,,820,us,667,0.0,24.5,mwb,16.0,50.038,87.813,Asia,Russia
6.6,0,6,,670,us,0,0.0,0.0,mwc,67.2,52.886,-169.123,North America,United States of America
7.5,8,5,green,1623,us,0,4.581,12.0,mww,19.0,17.4825,-83.52,,
8.1,9,8,,1025,us,439,0.0,14.7,mwc,24.0,-8.466,157.043,,Solomon Islands
6.8,0,5,,711,us,0,0.0,0.0,mwc,144.3,-21.632,-176.376,,
6.5,0,4,,650,us,0,0.0,0.0,mwb,176.4,13.849,-88.808,,El Salvador
6.5,0,6,,650,us,71,0.0,0.0,mb,33.0,-4.827,153.226,,Papua New Guinea
6.6,0,5,,670,us,0,0.0,0.0,mwb,151.6,-8.194,112.413,,Indonesia
7.0,4,7,,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.627,,Indonesia
6.9,0,6,,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,,Indonesia
6.5,0,6,,650,us,405,0.0,48.4,mwb,33.0,8.416,-82.824,,Panama
6.5,0,6,green,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,,
6.6,0,7,,670,us,0,0.0,0.0,mwc,10.0,30.568,131.093,Asia,Japan
7.7,7,4,,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,,
6.5,7,7,yellow,664,us,0,0.283,56.0,mww,9.0,-42.6058,173.254,,New Zealand
7.8,0,9,,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,Asia,People's Republic of China
6.6,0,7,green,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,Asia,Russia
6.5,0,5,,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,,
7.1,9,8,orange,1612,us,0,3.085,11.0,mww,43.98,37.6856,141.992,,
6.7,5,6,,717,us,656,0.0,21.2,mwc,19.0,-1.644,99.607,,Indonesia
7.1,9,8,,1686,us,0,0.984,23.0,mww,48.0,18.5499,-98.4887,North America,Mexico
7.9,0,5,,960,us,405,0.0,0.0,mwc,10.0,-13.802,97.453,,
6.5,8,5,,692,us,650,0.0,30.7,mwc,28.0,36.345,21.863,Europe,
6.7,7,6,,934,us,769,0.0,19.7,mwb,66.0,36.311,23.212,Europe,Greece
6.5,0,5,green,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,,
6.8,0,6,,711,us,0,0.0,0.0,mwb,18.3,17.6,-100.965,North America,Mexico
7.0,0,7,,754,us,0,0.0,0.0,mwc,70.0,18.386,-97.436,North America,Mexico
8.2,9,7,red,2910,us,0,0.944,22.0,mww,47.39,15.0222,-93.8993,,
7.6,0,7,,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.104,North America,Mexico
6.5,3,6,,651,us,358,0.0,20.7,mwb,21.0,2.164,96.786,,Indonesia
6.7,5,7,green,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,,Chile
7.1,8,7,,1023,us,744,0.0,29.1,mwb,10.0,21.799,120.547,Asia,Taiwan
6.5,0,4,green,650,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,,
7.6,0,9,,889,us,0,0.0,0.0,mwc,17.0,40.748,29.864,Asia,Turkey
7.1,5,5,,782,us,585,0.0,14.7,mwc,10.0,-46.676,164.721,,
7.1,4,6,green,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,,Indonesia
7.9,9,7,yellow,972,us,0,1.389,13.0,mww,94.54,-4.5049,153.522,,Papua New Guinea
6.5,0,5,,650,us,586,0.0,71.3,mwc,25.0,42.45,144.38,,
7.8,7,8,,1152,duputel,0,0.0,0.0,mww,40.5,-2.52,100.139,Asia,Indonesia
8.0,9,8,,1385,us,625,0.0,25.7,mwc,39.0,-13.386,-76.603,,Peru
6.9,8,7,green,780,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,South America,Ecuador
6.5,7,5,green,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,,
7.6,0,7,green,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,,
6.5,8,8,yellow,1153,us,0,0.225,37.0,mww,19.36,9.5147,-84.4865,,Costa Rica
6.8,0,6,,711,us,0,0.0,0.0,mwc,19.0,-30.058,-71.872,,
6.6,0,6,,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,,Vanuatu
6.7,0,7,,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,South America,Chile
7.0,4,6,green,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,,Indonesia
6.6,7,6,,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,,Mexico
6.9,0,7,,732,us,305,0.0,15.3,mwc,10.0,-7.306,155.741,,Solomon Islands
7.2,0,6,,798,us,0,0.0,0.0,mwc,44.0,-6.518,154.999,,Papua New Guinea
6.7,0,6,,691,us,0,0.0,0.0,mwb,33.0,0.207,119.584,,Indonesia
6.6,0,6,,670,us,0,0.0,0.0,mwc,22.8,-3.562,144.362,,Papua New Guinea
7.7,8,7,,995,us,610,0.0,22.4,mwc,40.0,-22.247,-69.89,South America,Chile
6.5,0,7,,650,us,462,0.0,0.0,mwc,17.0,7.042,-77.829,,Colombia
7.5,6,5,,874,us,570,0.0,21.6,mwc,22.0,1.065,126.282,,Indonesia
6.5,0,6,,650,us,268,0.0,0.0,mwc,33.0,40.167,49.954,Asia,Azerbaijan
6.8,3,6,,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,,
7.3,0,9,,820,us,0,0.0,0.0,mwb,10.0,33.825,59.809,Asia,Iran
7.8,6,8,,1165,us,434,0.0,16.8,mwc,12.0,-45.762,166.562,,New Zealand
6.6,1,3,green,670,us,0,8.865,19.0,mww,7.0,-60.1023,-24.4608,,Antarctica
6.6,7,7,green,678,us,0,2.353,18.0,mww,12.0,-1.2923,120.431,,Indonesia
6.7,0,4,,691,us,457,0.0,30.2,mwb,206.3,-14.252,167.259,,Vanuatu
6.9,7,5,green,747,us,0,1.205,21.0,mww,35.0,0.5126,126.189,,Indonesia
7.0,8,8,,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,,New Zealand
7.0,8,7,green,768,us,117,0.509,17.0,mww,14.0,-9.7963,159.596,Oceania,Solomon Islands
6.9,4,5,,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,,
7.5,7,7,yellow,1145,us,0,2.045,15.0,mww,145.0,-2.1862,-77.0505,South America,Ecuador
6.9,3,3,,737,us,702,0.0,20.9,mwc,28.0,-16.592,-172.033,,
6.7,0,4,,691,us,0,0.0,0.0,mw,40.8,37.353,142.38,,
6.8,0,6,,711,us,415,0.0,0.0,mwc,38.0,-6.549,105.63,,Indonesia
6.8,0,6,,711,us,446,0.0,0.0,mwc,50.4,40.245,49.946,Asia,Azerbaijan
7.5,0,7,,865,us,0,0.0,0.0,mwc,33.0,35.069,87.325,Asia,People's Republic of China
7.3,0,4,,820,us,235,0.0,46.6,mwc,10.0,-22.015,169.766,,
8.2,8,7,yellow,1252,ak,0,0.0,0.0,mww,35.0,55.3154,-157.829,,
6.9,4,6,,972,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,,Indonesia
6.9,8,6,yellow,1188,us,0,0.247,35.0,mww,93.0,14.9091,-92.0092,,Guatemala
6.7,0,6,,691,us,556,0.0,55.4,mwc,32.0,42.648,144.57,Asia,
7.5,7,6,,1248,us,303,0.0,18.2,mwc,24.0,14.099,92.902,,
6.5,3,6,,657,us,478,0.0,21.2,mwc,30.0,-1.714,99.779,,Indonesia
6.5,6,6,,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,,Costa Rica
7.0,6,6,,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,,
6.6,0,6,,670,us,0,0.0,0.0,mwc,33.0,-5.844,150.876,,Papua New Guinea
6.5,5,3,green,743,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,,Indonesia
6.7,7,7,green,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,,
7.5,0,6,,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,,Indonesia
6.5,0,5,green,650,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,,Vanuatu
7.4,0,7,,842,us,418,0.0,0.0,mwb,30.0,2.824,96.085,,Indonesia
7.1,0,6,,776,us,0,0.0,0.0,mwc,33.0,5.397,121.937,,
7.9,9,4,green,1870,us,0,2.585,30.0,mww,14.06,56.0039,-149.166,,
7.3,0,5,,820,at,79,0.879451,172.8,Mi,21.0,54.49,-160.796,,
6.7,0,7,,691,us,250,0.0,0.0,ms,10.0,-1.511,133.973,,Indonesia
6.7,7,8,,782,us,493,0.0,23.9,mwc,8.0,37.336,136.588,Asia,Japan
6.9,0,6,,732,us,0,0.0,0.0,mwc,20.0,9.044,-84.159,,
7.4,7,7,,1542,us,663,0.0,13.4,mwb,156.0,14.944,-61.274,,Martinique
6.6,0,6,,670,us,384,0.0,25.1,mwb,35.0,-5.581,150.88,,Papua New Guinea
7.0,7,7,,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,South America,Chile
6.6,0,7,,670,us,282,0.0,46.9,mwb,21.0,-37.695,-73.406,South America,Chile
7.2,4,5,,808,us,636,0.0,26.4,mwc,16.0,7.92,92.19,,
6.5,0,4,green,650,us,0,7.994,24.0,mww,25.0,-30.2144,-177.773,,
6.8,0,7,,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,Asia,Japan
6.5,0,4,,650,us,424,0.0,29.9,mwb,228.4,-13.174,167.198,,Vanuatu
6.6,4,5,,703,us,336,0.0,14.1,mwc,53.0,32.821,140.395,,
6.8,0,6,green,711,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,,Papua New Guinea
6.8,5,6,,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,,Solomon Islands
7.0,7,5,green,761,us,192,2.977,45.0,mww,137.0,-21.2077,170.239,,
7.6,5,7,green,957,us,114,1.575,21.0,mww,105.249,-7.0852,130.039,,Indonesia
6.8,0,6,,711,us,292,0.0,0.0,mwc,24.9,16.985,-100.865,North America,
7.1,2,5,green,776,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,,
6.8,6,6,green,835,us,0,1.164,21.0,mww,112.0,-23.2966,-68.4204,South America,Chile
7.5,9,9,orange,1411,us,135,0.85,17.0,mww,10.0,38.0235,37.203,Asia,Turkiye
7.2,0,6,,798,us,0,0.0,0.0,mwc,183.4,-16.925,-174.248,,
6.7,3,3,green,694,us,0,1.634,16.0,mww,553.81,-7.2168,123.074,,Indonesia
6.5,3,6,,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,,Papua New Guinea
6.5,0,4,,650,us,260,0.0,0.0,mwc,30.0,14.101,146.199,,
6.5,4,6,green,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,,
6.6,6,4,green,738,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,Asia,Afghanistan
6.5,9,7,yellow,690,us,0,0.0,0.0,mww,8.2,-41.734,174.152,,New Zealand
6.8,5,7,,744,us,561,0.0,20.0,mwc,22.0,-6.224,29.83,Africa,Tanzania
8.2,9,8,yellow,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,,
6.8,8,7,,1046,us,633,0.0,20.2,mwc,108.0,39.802,141.464,Asia,Japan
6.6,3,6,,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,,Papua New Guinea
6.5,7,6,green,678,us,0,1.293,19.0,mww,10.0,34.1818,25.7101,,
6.6,2,7,green,670,us,0,0.827,46.0,mww,24.0,-30.0528,-177.74,,
6.8,6,5,,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,,Papua New Guinea
6.9,6,7,,798,us,466,0.0,31.6,mwc,10.0,21.974,120.493,Asia,Taiwan
7.8,9,7,green,1111,us,0,0.621,60.0,mww,28.0,55.1079,-158.477,,
6.6,0,6,,670,us,0,0.0,0.0,mwc,33.0,9.463,126.284,,Philippines
6.6,0,6,,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,,Papua New Guinea
6.6,0,5,,670,us,367,0.0,0.0,mwc,10.0,-7.747,150.917,,
6.5,8,6,green,690,us,0,3.026,22.0,mww,110.0,-4.455,-76.9395,South America,Peru
7.7,0,8,,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,,
7.1,8,7,green,777,us,126,0.708,23.0,mww,43.063,-30.0249,-177.897,,
6.6,0,4,green,670,us,0,6.024,30.0,mww,181.0,-16.1985,167.998,,Vanuatu
7.0,4,3,green,755,us,142,4.578,26.0,mwb,660.0,-26.0442,178.381,,
6.7,5,6,,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,,Indonesia
7.5,0,6,green,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,,
6.8,4,4,green,776,us,0,1.505,36.0,mww,10.0,49.3346,-129.289,,
6.7,0,5,,691,us,323,0.0,0.0,mwb,71.9,-5.311,153.701,,
7.2,7,7,yellow,1384,us,0,0.142,82.0,mww,22.0,16.3855,-97.9787,North America,Mexico
6.5,0,5,,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,Asia,Japan
6.5,3,2,green,653,us,236,1.999,31.0,mww,622.73,-9.0618,-71.1647,South America,Brazil
7.1,1,6,green,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,,
6.6,0,7,,670,us,518,0.0,24.7,mwb,10.0,19.917,95.672,Asia,Myanmar
6.6,0,4,,670,us,478,0.0,29.8,mwc,10.0,33.205,137.227,,
6.9,0,5,,732,us,798,0.0,31.2,mwb,188.6,55.682,160.003,Asia,Russia
6.6,3,4,green,673,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,,
6.6,0,5,,670,us,353,0.0,31.9,mwc,16.1,8.879,92.375,,
6.5,8,7,yellow,718,us,0,2.822,36.0,mww,15.0,9.9071,125.452,,Philippines
6.7,0,5,,691,us,386,0.0,27.6,mwb,65.8,-9.362,122.839,,Indonesia
6.6,3,5,,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,,Indonesia
7.3,6,5,,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,,
8.09,0,8,,1007,official,0,0.0,0.0,mww,33.0,-0.891,136.952,,
6.8,0,5,,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,,
7.1,8,8,,1576,ci,73,0.0,57.0,mw,13.73,34.6033,-116.265,North America,United States of America
7.8,9,9,orange,1545,us,0,0.481,21.0,mww,15.11,-42.7373,173.054,,New Zealand
7.1,0,3,green,776,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,South America,Peru
7.3,4,6,green,952,us,0,2.629,16.0,mww,212.0,-6.4078,129.169,,Indonesia
6.5,7,7,,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,North America,
6.7,0,7,,691,us,256,0.0,33.3,mwc,25.7,-3.665,135.339,,Indonesia
7.7,1,8,green,912,us,0,8.05,23.0,mww,10.0,-60.2738,-46.4011,,United Kingdom of Great Britain and Northern Ireland (the)
7.2,5,6,,802,us,385,0.0,27.9,mwc,39.2,6.91,92.958,,
8.6,9,7,yellow,2048,official,499,0.0,16.6,mw,20.0,2.327,93.063,,
6.8,0,6,,711,us,402,0.0,0.0,mwb,33.0,-5.228,151.771,,Papua New Guinea
7.6,0,7,,889,us,428,0.0,0.0,mwc,13.0,-3.302,142.945,,Papua New Guinea
6.5,6,4,green,652,us,0,10.405,19.0,mww,301.0,-18.9204,-176.235,,
7.4,0,7,,842,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,,Vanuatu
6.5,7,7,green,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,,
6.5,8,6,yellow,775,us,92,0.679,40.0,mww,69.727,12.814,-88.1265,,
6.6,0,6,,670,us,0,0.0,0.0,mwc,33.0,14.374,-91.473,,Guatemala
7.9,0,4,,960,us,0,0.0,0.0,mwc,587.3,-7.137,122.589,,Indonesia
6.6,7,6,,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,,Indonesia
6.9,4,3,green,740,us,0,4.778,31.0,mww,535.0,-21.1704,174.54,,
8.2,5,4,green,1050,us,0,3.63,13.0,mww,600.0,-18.1125,-178.153,,Fiji
6.8,5,5,green,720,us,152,2.587,26.0,mww,38.0,-15.3983,-172.968,,
6.6,0,7,,670,us,420,0.0,0.0,mwb,54.0,-30.805,-71.124,South America,Chile
6.5,0,4,,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,,
6.7,0,3,green,691,us,217,0.0,25.2,mwb,624.0,52.235,151.444,,
7.1,5,5,,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,,Indonesia
6.5,5,4,green,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,,
8.1,0,7,green,1009,us,0,7.463,78.0,mww,22.79,-58.4157,-25.3206,,
6.8,5,6,green,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,,Papua New Guinea
6.6,0,8,,670,us,0,0.0,0.0,mwb,24.0,-17.731,-65.431,South America,Bolivia
6.8,0,5,,711,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,,
6.5,2,5,green,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,,
6.7,0,5,,691,us,272,0.0,0.0,mwc,33.0,-12.592,166.383,,
6.8,0,4,green,711,us,0,2.308,12.0,mww,5.0,54.0312,170.92,,
7.1,9,7,green,838,us,70,2.282,58.0,mww,15.462,-0.781,98.5339,,Indonesia
6.6,7,7,green,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,,Indonesia
7.2,0,7,,798,us,532,0.0,25.9,mwc,10.0,35.49,81.467,Asia,People's Republic of China
7.1,0,7,green,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,,Papua New Guinea
6.9,2,3,green,733,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,,Fiji
7.1,7,6,yellow,826,us,0,2.514,16.0,mww,146.0,-6.9746,146.449,,Papua New Guinea
6.5,0,9,,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.758,,Iceland
7.1,0,7,,776,us,0,0.0,0.0,mw,21.1,15.978,-98.07,North America,Mexico
8.1,4,5,,1034,us,606,0.0,14.0,mwc,10.0,46.243,154.524,,
7.0,0,7,,754,us,495,0.0,0.0,mwc,30.0,39.566,54.799,Asia,Turkmenistan
6.6,0,7,,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,Asia,Russia
6.6,0,6,,670,us,0,0.0,0.0,mwb,33.0,1.016,120.254,,Indonesia
7.1,8,8,,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,Asia,Japan
7.0,0,7,,754,us,357,0.0,0.0,mwc,23.0,-15.421,166.91,,Vanuatu
6.5,0,4,green,650,us,0,6.489,17.0,mww,15.0,-56.414,-25.7432,,
7.8,0,6,,936,us,195,0.0,20.3,mwc,35.0,-12.517,166.382,,
7.4,0,7,,842,us,0,0.0,0.0,mwc,150.0,-5.591,149.568,,Papua New Guinea
6.8,0,6,,711,us,424,0.0,21.4,mwc,34.0,29.218,129.782,,
7.2,5,4,,1318,us,420,0.0,31.4,mwc,16.0,41.292,-125.953,,
6.5,0,4,green,650,us,0,2.109,22.0,mww,17.0,-21.7427,169.522,,
7.5,0,7,,865,us,321,0.0,0.0,mwc,31.0,6.033,124.249,,Philippines
7.1,7,3,,782,us,640,0.0,26.4,mwc,525.0,5.293,123.337,,
8.2,9,6,green,1213,us,341,0.0,14.9,mwc,25.1,0.802,92.463,,
7.6,5,7,,891,us,502,0.0,20.0,mwc,90.0,-4.539,153.474,,Papua New Guinea
7.9,8,7,,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,,
6.9,6,4,green,738,us,0,2.697,42.0,mww,10.0,-22.72,170.277,,
6.5,7,6,,1171,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,North America,Mexico
7.3,0,4,,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,,Fiji
6.6,0,5,,670,us,0,0.0,0.0,mwb,128.1,-18.901,-69.171,South America,Chile
8.16,0,9,,1024,official,0,0.0,0.0,mww,27.0,41.815,143.91,,
7.9,9,7,yellow,987,us,0,3.625,9.0,mww,135.0,-6.2464,155.172,,Papua New Guinea
6.8,9,7,orange,1159,us,152,0.709,28.0,mww,65.842,-2.851,-79.8001,South America,Ecuador
7.5,8,7,orange,1448,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,Asia,Afghanistan
7.8,8,7,,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,North America,Canada
7.1,9,9,yellow,1646,ci,77,0.04616,43.0,mw,8.0,35.7695,-117.599,North America,United States of America
6.8,6,6,yellow,981,us,0,1.802,17.0,mww,82.0,20.9228,94.569,Asia,Myanmar
6.5,0,4,green,650,us,0,3.923,14.0,mww,20.0,49.2902,156.297,,
6.6,6,5,green,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,,Nicaragua
6.5,0,6,,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,,Indonesia
7.7,5,8,red,2015,us,0,7.241,17.0,mww,15.0,26.951,65.5009,Asia,Pakistan
6.7,5,5,,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,,
7.8,8,9,red,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,Asia,Nepal
7.6,0,7,,889,us,375,0.0,0.0,mwc,10.0,-1.757,134.297,,Indonesia
6.9,5,6,green,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,,
6.8,4,5,,719,us,701,0.0,16.3,mwb,12.0,0.093,97.05,,
6.6,4,2,green,684,us,0,1.458,14.0,mww,533.76,-5.6368,110.678,,Indonesia
8.0,8,9,,1026,duputel,0,0.0,0.0,mww,60.5,-19.99,-173.907,,
6.6,0,5,,670,us,0,0.0,0.0,mwc,27.0,-5.165,152.877,,Papua New Guinea
6.5,5,7,green,652,us,0,4.518,44.0,mww,10.0,-16.4796,-177.356,,
6.7,0,5,green,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,,
6.9,6,4,green,734,us,0,8.363,48.0,mww,16.7,-58.3814,-23.3318,,
7.4,8,7,yellow,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,,
7.8,6,3,green,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,,
6.7,8,7,green,697,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,,Papua New Guinea
6.6,4,5,,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,,Indonesia
6.5,6,6,green,674,us,0,0.388,49.0,mww,16.0,-27.9285,-71.3937,,
6.5,5,7,,653,us,272,0.0,27.6,mwc,18.0,-8.224,118.467,,Indonesia
6.5,7,5,green,1350,us,134,2.53,13.0,mww,187.589,36.5227,70.9787,Asia,Afghanistan
6.6,6,4,,676,us,225,0.0,78.5,mwc,27.8,34.064,141.491,,
6.7,0,4,,691,pt,20,0.0,205.2,Mi,33.0,52.48,-167.736,,
7.0,7,7,yellow,1052,us,0,2.378,35.0,mww,43.0,38.4752,141.607,Asia,Japan
6.6,9,8,red,2840,us,0,0.174,25.0,mww,8.0,42.8621,13.0961,Europe,Italy
7.2,0,9,,798,us,0,0.0,0.0,mwc,10.0,40.758,31.161,Asia,Turkey
7.7,8,8,yellow,1421,us,506,0.0,26.6,mww,80.0,28.033,61.996,Asia,Iran
6.7,9,3,green,694,us,0,10.669,45.0,mww,10.0,-17.2495,66.3745,,
